PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|2.3|механика|102|бензин|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|2.3|механика|125|бензин|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|2.4|механика|72|дизель|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|2.5|механика|84|дизель|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|2.8|механика|156|бензин|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 3 дв.|3.0|механика|88|дизель|c7d81d12e
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|2.3|механика|102|бензин|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|2.3|механика|125|бензин|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|2.4|механика|72|дизель|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|2.5|механика|84|дизель|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|2.8|механика|156|бензин|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник 5 дв.|3.0|механика|88|дизель|7c3c27ddd
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|2.3|механика|102|бензин|dd7293f39
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|2.3|механика|125|бензин|dd7293f39
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|2.4|механика|72|дизель|dd7293f39
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|2.5|механика|84|дизель|dd7293f39
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|2.8|механика|156|бензин|dd7293f39
PUCH|G-modell|W460|1979|1992|Внедорожник открытый|3.0|механика|88|дизель|dd7293f39
PUCH|G-modell|W461|1992|2000|Внедорожник 3 дв.|2.3|автомат|125|бензин|3f1c495ef
PUCH|G-modell|W461|1992|2000|Внедорожник 3 дв.|2.3|механика|125|бензин|3f1c495ef
PUCH|G-modell|W461|1992|2000|Внедорожник 3 дв.|2.9|автомат|120|дизель|3f1c495ef
PUCH|G-modell|W461|1992|2000|Внедорожник 3 дв.|2.9|автомат|95|дизель|3f1c495ef
