Haima|2|I|2009|2015|Хэтчбек 5 дв.|1.3|механика|93|бензин|eb4fc4e36
Haima|2|I|2009|2015|Хэтчбек 5 дв.|1.5|автомат|105|бензин|eb4fc4e36
Haima|2|I|2009|2015|Хэтчбек 5 дв.|1.5|механика|105|бензин|eb4fc4e36
Haima|3||2010|2013|Седан|1.8|вариатор|112|бензин|57e1a1ec6
Haima|3||2010|2013|Седан|1.8|механика|112|бензин|57e1a1ec6
Haima|3||2010|2013|Хэтчбек 5 дв.|1.8|вариатор|112|бензин|b84c3a306
Haima|3||2010|2013|Хэтчбек 5 дв.|1.8|механика|112|бензин|b84c3a306
Haima|7||2013|2016|Внедорожник 5 дв.|2.0|автомат|136|бензин|7f276406f
Haima|7||2013|2016|Внедорожник 5 дв.|2.0|автомат|150|бензин|7f276406f
Haima|7||2013|2016|Внедорожник 5 дв.|2.0|механика|136|бензин|7f276406f
Haima|7||2013|2016|Внедорожник 5 дв.|2.0|механика|150|бензин|7f276406f
Haima|Family F7|I|2017|н.в.|Минивэн|1.5|автомат|165|бензин|98511afb5
Haima|Family F7|I|2017|н.в.|Минивэн|1.5|механика|165|бензин|98511afb5
Haima|Family|II Рестайлинг|2010|2012|Седан|1.6|автомат|96|бензин|ae0ef92ae
Haima|Family|II Рестайлинг|2010|2012|Седан|1.6|механика|96|бензин|ae0ef92ae
Haima|Family|II|2006|2010|Седан|1.6|автомат|96|бензин|25494c75f
Haima|Family|II|2006|2010|Седан|1.6|механика|96|бензин|25494c75f
Haima|Family|I|2000|2006|Седан|1.6|автомат|96|бензин|212e65fb8
Haima|Family|I|2000|2006|Седан|1.6|механика|96|бензин|212e65fb8
Haima|Freema|II|2010|2017|Минивэн|1.6|механика|120|бензин|cbb99ff8c
Haima|Freema|II|2010|2017|Минивэн|1.8|автомат|122|бензин|cbb99ff8c
Haima|Freema|II|2010|2017|Минивэн|1.8|механика|122|бензин|cbb99ff8c
Haima|Freema|I|2006|2010|Минивэн|1.8|автомат|122|бензин|d22c73456
Haima|Freema|I|2006|2010|Минивэн|1.8|механика|122|бензин|d22c73456
Haima|M3||2014|2017|Седан|1.5|вариатор|112|бензин|a9e6e295f
Haima|M3||2014|2017|Седан|1.5|механика|105|бензин|a9e6e295f
Haima|M3||2014|2017|Седан|1.5|механика|112|бензин|a9e6e295f
Haima|S5||2014|2017|Внедорожник 5 дв.|1.5|вариатор|163|бензин|60d64025b
Haima|S5||2014|2017|Внедорожник 5 дв.|1.6|механика|122|бензин|60d64025b
