Geely|Atlas Pro||2021|н.в.|Внедорожник 5 дв.|1.5|робот|177|бензин|6e7a16a86
Geely|Atlas|I|2016|н.в.|Внедорожник 5 дв.|1.8|автомат|184|бензин|e15620b4b
Geely|Atlas|I|2016|н.в.|Внедорожник 5 дв.|1.8|механика|163|бензин|e15620b4b
Geely|Atlas|I|2016|н.в.|Внедорожник 5 дв.|2.0|механика|139|бензин|e15620b4b
Geely|Atlas|I|2016|н.в.|Внедорожник 5 дв.|2.0|механика|141|бензин|e15620b4b
Geely|Atlas|I|2016|н.в.|Внедорожник 5 дв.|2.4|автомат|149|бензин|e15620b4b
Geely|Beauty Leopard||2005|2006|Купе|1.3|автомат|86|бензин|df0fcdbf9
Geely|Beauty Leopard||2005|2006|Купе|1.5|механика|94|бензин|df0fcdbf9
Geely|CK (Otaka)|I Рестайлинг|2008|2016|Седан|1.5|механика|102|бензин|87807f2e1
Geely|CK (Otaka)|I Рестайлинг|2008|2016|Седан|1.5|механика|94|бензин|87807f2e1
Geely|CK (Otaka)|I|2007|2009|Седан|1.3|механика|86|бензин|7d7e6978f
Geely|CK (Otaka)|I|2007|2009|Седан|1.5|механика|94|бензин|7d7e6978f
Geely|Coolray|I|2020|н.в.|Внедорожник 5 дв.|1.5|робот|150|бензин|0aabc3806
Geely|Emgrand 7|I Рестайлинг|2018|2020|Седан|1.5|механика|103|бензин|270f41490
Geely|Emgrand 7|I Рестайлинг|2018|2020|Седан|1.8|вариатор|133|бензин|270f41490
Geely|Emgrand 7|I Рестайлинг|2018|2020|Седан|1.8|механика|133|бензин|270f41490
Geely|Emgrand 7|I|2016|2018|Седан|1.5|механика|106|бензин|be403573a
Geely|Emgrand 7|I|2016|2018|Седан|1.8|вариатор|129|бензин|be403573a
Geely|Emgrand 7|I|2016|2018|Седан|1.8|механика|129|бензин|be403573a
Geely|Emgrand EC7||2009|2016|Седан|1.5|механика|106|бензин|468e02c9c
