Derways|Antelope||2007|2007|Пикап Двойная кабина|2.4|механика|126|бензин|9aa56c9ef
Derways|Aurora||2006|2008|Внедорожник 5 дв.|2.4|механика|126|бензин|17da222ed
Derways|Cowboy||2004|2006|Внедорожник 5 дв.|2.0|механика|90|дизель|d554427af
Derways|Cowboy||2004|2006|Внедорожник 5 дв.|2.4|механика|130|бензин|d554427af
Derways|Cowboy||2004|2006|Внедорожник 5 дв.|2.7|механика|143|бензин|d554427af
Derways|Cowboy||2004|2006|Внедорожник 5 дв.|3.0|механика|160|бензин|d554427af
Derways|Land Crown||2006|2007|Внедорожник 5 дв.|3.0|автомат|160|бензин|0567f7b15
Derways|Land Crown||2006|2007|Внедорожник 5 дв.|3.0|механика|160|бензин|0567f7b15
Derways|Plutus||2007|2008|Пикап Двойная кабина|2.4|механика|126|бензин|2ad47a58b
Derways|Saladin||2007|2008|Внедорожник 5 дв.|2.4|автомат|150|бензин|9a7ef9b8a
Derways|Saladin||2007|2008|Внедорожник 5 дв.|2.4|механика|150|бензин|9a7ef9b8a
Derways|Saladin||2007|2008|Внедорожник 5 дв.|3.0|автомат|160|бензин|9a7ef9b8a
Derways|Shuttle||2005|2008|Внедорожник 5 дв.|2.4|механика|126|бензин|d6c4c33c7
